País,Año,N° de expediente,Origen,Tipo,Extracto,Link,Fecha de entrada,Comisión,Cantidad de firmantes,Partido político,¿Lo impulsó el oficialismo?,¿Modifica una ley vigente?,Ley que modifica,¿Estado parlamentario?,Fecha de caducidad,¿Fue aprobado en la Cámara de origen?,¿Criminaliza la expresión?,¿Elimina criminalización?,¿Impone una sanción civil?,¿Elimina una sanción civil?,¿Impone barreras adicionales para la expresión?,¿Regula contenido en Internet?,¿Distingue la expresión online de la offline?,¿Regula intermediarios en internet?,¿Apoyo de sociedad civil?,¿Limita el discurso?,Objetivo legítimo,Legalidad,Necesidad,Proporcionalidad,¿Cumple con todos los elementos del test?,Otros objetivos legítimos (2),Otros objetivos legítimos (3),Análisis del test tripartito
Colombia,2018,60/18 SENADO 408/19 CÁMARA,SENADO,ORDINARIA,"DICTA MEDIDAS PARA COMBATIR EL NARCOMENUDEO Y EL MICROTRÁFICO, LA CIBERCRIMINALIDAD Y EL CUMPLIMIENTO EFECTIVO DE LAS CONDENADAS.",http://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/proyectos%20de%20ley/2018%20-%202019/PL%20060-18%20Seguridad%20Ciudadana.pdf,2018-07-30,PRIMERA,1,FISCALÍA GENERAL DE LA NACIÓN,SI,SI,LEY 599 DE 2000,CADUCADO,2020-06-23,,SI,NO,NO,NO,SI,SI,SI,SI,,Limita,Ciberseguridad,NO,SI,NO,NO,Delitos informáticos,Datos personales,"EL PROYECTO CASTIGA A QUIEN PUBLIQUE, SIN AUTORIZACIÓN, IMÁGENES O GRABACIONES AUDIOVISUALES DE LA ACTIVIDAD SEXUAL DE UNA PERSONA O CON CONTENIDO ÍNTIMO. LA REDACCIÓN DEL ARTÍCULO ES TAN AMPLIA QUE CASTIGARÍA LA PUBLICACIÓN LEGÍTIMA DE CONTENIDO ÍNTIMO. EN CONSECUENCIA, NO CUMPLE CON EL REQUISITO DE LEGALIDAD."
Colombia,2018,63/18 CÁMARA 255/19 SENADO,CÁMARA,ESTATUTARIA,"MODIFICA LA LEY DE ACCESO A LA INFORMACIÓN PÚBLICA PARA PROMOVER EL USO DE UN LENGUAJE CLARO, COMPRENSIBLE Y ACCESIBLE EN LOS TEXTOS LEGALES Y FORMALES DE LA INFORMACIÓN PÚBLICA.",http://www.camara.gov.co/camara/visor?doc=/sites/default/files/2018-09/ponencia%20lenguaje%20claro.docx,2018-08-01,PRIMERA,1,LIBERAL COLOMBIANO,NO,SI,LEY 1712 DE 2014,CADUCADO,2019-06-20,,NO,NO,NO,NO,NO,NO,NO,NO,,Promueve,Acceso a la información,,,,SI,,,
Colombia,2018,74/18 SENADO,SENADO,ORDINARIA,"BUSCA ESTABLECER LINEAMIENTOS PARA LA FORMULACIÓN DE POLÍTICA PÚBLICA PARA LA PROTECCIÓN DE MENORES DE EDAD EN INTERNET Y MODIFICA EL CÓDIGO PENAL PARA ESTABLECER DELITOS O AGRAVARLOS. ADEMÁS, ESTABLECE UN SISTEMA DE INFORMACIÓN SOBRE DELITOS SEXUALES CONTRA MENORES.",https://docs.google.com/viewerng/viewer?url=http://leyes.senado.gov.co/proyectos/images/documentos/Textos+Radicados/proyectos+de+ley/2018+-+2019/PL+074-18+Crimenes+Ciberneticos.pdf,2018-08-01,,4,PARTIDO MIRA,NO,SI,"LEY 678 DE 2011, LEY 599 DE 2000, LEY 906 DE 2004, LEY 1652 DE 2013.",CADUCADO,2019-10-18,NO,SI,NO,NO,NO,NO,SI,SI,SI,NO,Limita,Derechos de los niños,NO,SI,NO,NO,Delitos informáticos,Libertad de expresión,"EL PROYECTO DE LEY BUSCA CASTIGAR A QUIEN DIVULGUE, COPIE, REPRODUZCA, COMPARTA, MODIFIQUE O EMPLEE DOCUMENTOS, FOTOS, AUDIOS O VIDEOS ÍNTIMOS O DE CONTENIDO SEXUAL O ERÓTICO. SI BIEN ES LEGÍTIMO Y NECESARIO ESTABLECER PROHIBICIONES PARA ABORDAR LA PROBLEMÁTICA DE LA DIFUSIÓN NO CONSENTIDA DE CONTENIDO SEXUAL, NO SE CUMPLEN CON LOS PRINCIPIOS DE LEGALIDAD Y PROPORCIONALIDAD. LA REDACCIÓN DE LA PROHIBICIÓN ES TAN AMPLIA Y VAGA QUE PROHIBIRÍA LA DIFUSIÓN NO CUALQUIER TIPO DE CONTENIDO QUE SE ENTIENDA COMO ÍNTIMO. POR OTRA PARTE, NO SE ESTABLECEN EXCEPCIONES SEGÚN LAS CUALES SE JUSTIFIQUE LA PUBLICACIÓN DE CONTENIDOS INCLUSO SEXUALES, POR LO QUE LA PROHIBICIÓN ES DESPROPORCIONADA."
Colombia,2018,138/18 CÁMARA,CÁMARA,ORDINARIA,DICTA MEDIDAS PARA CONTRARRESTAR LA EXPLOTACIÓN SEXUAL DE MENORES. MODIFICA EL DELITO DE PROXENETISMO CON MENORES DE EDAD PARA CASTIGAR TAMBIÉN A QUIEN PROMOCIONE ACTIVIDADES DE EXPLOTACIÓN SEXUAL DE MENORES.,http://svrpubindc.imprenta.gov.co/senado/index2.xhtml?ent=Senado&fec=13-09-2018&num=694,2018-09-12,PRIMERA,5,PARTIDO CONSERVADOR COLOMBIANO,NO,SI,LEY 599 DE 2000,CADUCADO,2020-06-20,NO,SI,NO,NO,NO,SI,NO,NO,NO,,Limita,Derechos de los niños,SI,SI,SI,SI,,,
Colombia,2018,147/18 SENADO 254/18 CÁMARA,SENADO,ORDINARIA,"OBLIGA A UNA SERIE DE FUNCIONARIOS A HACER PÚBLICA DE FORMA PROACTIVA SUS DECLARACIONES DE BIENES Y RENTAS, DE SU REGISTRO DE CONFLICTOS DE INTERÉS Y SU DECLARACIÓN DEL IMPUESTO SOBRE LA RENTA Y COMPLEMENTARIOS.",https://leyes.senado.gov.co/proyectos/images/documentos/Textos%20Radicados/proyectos%20de%20ley/2018%20-%202019/PL%20147-18%20Publicacion%20Declaracion%20de%20Bienes.pdf,2018-10-16,PRIMERA,1,GOBIERNO,SI,NO,,APROBADO,,SI,NO,NO,NO,NO,NO,NO,NO,NO,,Promueve,Acceso a la información,,,,,,,
Colombia,2019,233/19 SENADO 174/19 CÁMARA,SENADO,ORDINARIA,CREA LA HISTORIA CLÍNICA ELECTRÓNICA ÚNICA. ESTABLECE RESTRICCIONES PARA PROTEGER LOS DATOS PERSONALES DE LOS PACIENTES.,http://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2018-2019/1390-proyecto-de-ley-233-de-2019,2019-02-28,SÉPTIMA,2,"PARTIDO LIBERAL COLOMBIANO, CAMBIO RADICAL",NO,NO,,APROBADO,,SI,NO,NO,NO,NO,SI,SI,NO,NO,,Limita,Privacidad y Derechos ARCO,SI,SI,SI,SI,Datos personales,,EL PROYECTO PROHÍBE A LOS PROFESIONALES DE LA SALUD Y SERVIDORES PÚBLICOS DIVULGAR INFORMACIÓN DE CUALQUIER PERSONA O PACIENTE. LA LIMITACIÓN ESTÁ BIEN DEFINIDA EN LA LEY Y ES NECESARIA Y PROPORCIONAL PARA LA PROTECCIÓN DE LA PRIVACIDAD Y LOS DATOS PERSONALES DE ESTAS PERSONAS.
Colombia,2019,39/19 CÁMARA,CÁMARA,ORDINARIA,BUSCA FORTALECER Y FACILITAR EL ACCESO CIUDADANO A INFORMACIÓN PÚBLICA PRODUCIDA EN EL CONGRESO.,http://svrpubindc.imprenta.gov.co/senado/index2.xhtml?ent=Camara&fec=26-07-2019&num=667,2019-07-23,PRIMERA,1,PARTIDO COALICIÓN ALTERNATIVA SANTANDEREANA,NO,NO,,CADUCADO,2020-06-20,,NO,NO,NO,NO,NO,NO,NO,NO,NO,Promueve,Acceso a la información,,,,SI,,,
Colombia,2019,165/19 CÁMARA,CÁMARA,ACTO LEGISLATIVO,MODIFICA EL ARTÍCULO DE LA CONSTITUCIÓN QUE GARANTIZA LA LIBERTAD DE EXPRESIÓN Y ESTABLECE EL ACCESO A INTERNET COMO UN DERECHO FUNDAMENTAL.,http://svrpubindc.imprenta.gov.co/senado/index2.xhtml?ent=Camara&fec=16-08-2019&num=759,2019-08-14,PRIMERA,11,"PARTIDO LIBERAL COLOMBIANO, PARTIDO SOCIAL DE UNIDAD NACIONAL, PARTIDO CONSERVADO COLOMBIANO, PARTIDO CAMBIO RADICAL",SI,SI,CONSTITUCIÓN,CADUCADO,2019-12-17,NO,NO,NO,NO,NO,SI,SI,NO,NO,NO,Limita,Privacidad y Derechos ARCO,NO,NO,NO,NO,Privacidad,Acceso a la información,"EL PROYECTO BUSCA MODIFICAR EL ARTÍCULO 20 DE LA CONSTITUCIÓN QUE GARANTIZA LA LIBERTAD DE EXPRESIÓN. CON LA MODIFICCIÓN PROPUESTA LA LIBERTAD DE EXPRESIÓN SE EJERCERÍA ""CON PROTECCIÓN DE LA PRIVACIDAD E INTIMIDAD"". LO ANTERIOR DESCONOCE ESTÁNDARES REITERADOS DE LA JURISPRUDENCIA CONSTITUCIONAL E INTERAMERICANA QUE ESTABLECEN PRESUNCIONES DE PREVALENCIA A FAVOR DE LA LIBERTAD DE EXPRESIÓN EN LAS TENSIONES EN LAS QUE ENTRE CON OTROS DERECHOS."
Colombia,2019,167/19 CÁMARA 347/20 SENADO,CÁMARA,ORDINARIA,"ADOPTA MEDIDAS PARA PROMOVER ENTORNOS ALIMENTARIOS SALUDABLES. EL PROYECTO BUSCA QUE SE ENTREGUE INFORMACIÓN CLARA SOBRE PRODUCTOS COMESTIBLES, ESPECIALMENTE A NIÑAS, NIÑOS Y ADOLESCENTES. ESTABLECE RESTRICCIONES PARA LA PUBLICIDAD.",https://www.camara.gov.co/sites/default/files/2020-02/P.L.167-2019C%20%28ENTORNOS%20ALIMENTARIOS%29.pdf,2019-08-14,SEXTA,33,"POLO DEMOCRÁTICO ALTERNATIVO, ALIANZA VERDE, FUERZA ALTERNATIVA REVOLUCIONARIA DEL COMÚN, PARTIDO LIBERAL COLOMBIANO, PARTIDO SOCIAL DE UNIDAD NACIONAL, PARTIDO CONSERVADOR COLOMBIANO, CAMBIO RADICAL, MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL, CONSEJO COMUNITARIO ANCESTRAL DE COMUNIDADES NEGRAS PLAYA RENACIENTE, COLOMBIA JUSTA LIBRES.",NO,NO,,APROBADO,,SI,NO,NO,SI,NO,SI,SI,NO,NO,SI,Limita,Derechos de los niños,SI,SI,SI,SI,Derechos de los niños,,"EL PROYECTO ESTABLECE RESTRICCIONES EN LA PUBLICIDAD DIRIGIDA A NIÑOS, NIÑAS Y ADOLESCENTES. CIERTOS PRODUCTOS COMESTIBLES O BEBIBLES ULTRAPROCESADOS CON CANTIDADES ALTAS DE SODIO, AZÚCARES, GRASAS SATURADAS Y EDULCORANTES NO PODRÁN SER PUBLICITADOS, PROMOCIONADOS Y/O ENTREGADOS A TÍTULO GRATUITO A LA POBLACIÓN MENOR DE 18 AÑOS. LOS PRODUCTOS Y TIPOS DE PUBLICIDAD ESTÁN DEFINIDOS EN LA LEY Y LA RESTRICCIÓN SE LIMITA A LOS MENORES DE EDAD. LA RESTRICCIÓN TIENE COMO PROPÓSITO LA PREVENCIÓN DE LA APARICIÓN DE ENFERMEDADES NO TRANSMISIBLES RELACIONADAS CON HÁBITOS ALIMENTARIOS INADECUADOS."
Colombia,2019,171/19 CÁMARA,CÁMARA,ORDINARIA,BUSCA PROMOVER LA SALUD PÚBLICA. ESTABLECE UNA RESTRICCIÓN A LA PUBLICIDAD EN VALLAS Y SIMILARES.,https://www.camara.gov.co/sites/default/files/2020-02/P.L.171-2019C%20%28SALUD%20PUBLICA%29.pdf,2019-08-15,TERCERA,27,"ALIANZA VERDE, COALICIÓN LISTA DE LA DECENCIA, FUERZA ALTERNATIVA REVOLUCIONARIA DEL COMÚN, POLO DEMOCRÁTICO ALTERNATIVO, PARTIDO LIBERAL COLOMBIANO, MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL, CONSEJO COMUNITARIO ANCESTRAL DE COMUNIDADES NEGRAS PLAYA RENACIENTE, CAMBIO RADICAL",NO,NO,,CADUCADO,2019-08-16,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,Limita,DESC,SI,SI,SI,SI,Salud Pública,,"EL PROYECTO ESTABLECE UNA RESTRICCÓN EN LA PUBLICIDAD DE PRODUCTOS COMESTIBLES Y BEBIBLES ULTRAPROCESADOS EN VALLAS, PANCARTAS, MURALES, AFICHES, CARTELES O SIMILARES A MENOS DE 150 METROS D EINSTITUCIONALES EDUCATIVAS Y ENTIDADES DE SALUD O SIMILARES. LOS PRODUCTOS Y ESPACIOS PUBLICITARIOS ESTÁN CLARAMENTE DEFINIDOS. LA RESTRICCIÓN TIENE COMO PROPÓSITO LA PREVENCIÓN DE ENFERMEDADES ASOCIADAS AL CONSUMO DE ESTE TIPO DE PRODUCTOS."
Colombia,2019,176/19 CÁMARA,CÁMARA,ORDINARIA,"DICTA NORMAS SOBRE EL USO DE REDES SOCIALES. ESTABLECE PROHIBICIONES PARA EL USO DE REDES SOCIALES COMO UBLICAR INFORMACIÓN, DATOS, FOTOS DE OTRAS PERSONAS SIN SU CONSENTIMIENTO; CREAR PERFILES QUE NO REPRESENTEN A UNA PERSONA REAL; PUBLICAR EXPRESIONES INSULTANTES, SOBREEXPONER LA INTIMIDAD PROPIA; ACCEDER A CONTENIDOS INADECUADOS O DIFUNDIR NOTICIAS FALSAS. ADEMÁS, PROHÍBE EL USO DE REDES SOCIALES PARA MENORES DE 14 AÑOS. TAMBIÉN CREA OBLIGACIONES PARA LO USUARIOS COMO LA DE SER DISCRETOS CON LOS QUE PUBLICAN Y LA DE A EVITAR ODIOS. ESTABLECE OBLIGACIONES PARA INTERMEDIARIOS DE INTERNET.",http://svrpubindc.imprenta.gov.co/senado/index2.xhtml?ent=Camara&fec=22-08-2019&num=772,2019-08-20,,1,PARTIDO SOCIAL DE UNIDAD NACIONAL,NO,SI,LEY 1581 DE 2012,CADUCADO,2020-06-20,,NO,NO,NO,NO,SI,SI,SI,SI,NO,Limita,Moderación de Contenidos y responsabilidad de intermediarios,NO,NO,NO,NO,Responsabilidad de intermediarios,Derechos de los niños,"EL PROYECTO DE LEY ESTABLECE MÚLTIPLES PROHIBICIONES Y OBLIGACIONES QUE NO CUMPLEN CON EL PRINCIPIO DE LEGALIDAD AL SER AMPLIAS Y VAGAS. POR EJEMPLO, AL PROHIBIR LA PUBLICACIÓN DE COMENTARIOS INSULTANTES U OFENSIVOS, LA ""SOBREEXPOSICIÓN"" DE LA INTIMIDAD PROPIA O EL ACCESO A CONTENIDOS ""INADECUADOS"". MÚLTIPLES RESTRICCIONES A LA LIBERTAD DE EXPRESIÓN NO SON NECESARIAS NI PROPORCIONALES PARA LA PROTECCIÓN DE LOS OBJETIVOS DEL PROYECTO, COMO AQUELLA QUE PROHIBE ABSOLUTAMENTE LA PUBLICACIÓN ""DE CUALQUIER TIPO DE DATO, INFORMACIÓN, ARCHIVO, FOTOS, VIDEOS DE OTRAS PERSONAS DE CUALQUIER EDAD, SIN EL CONSENTIMIENTO EXPRESO O ESCRITO DE LAS MISMAS"" O LA QUE PROHÍBE CREAR PERFILES QUE NO REPRESENTEN A UNA PERSONA REAL."
Colombia,2019,153/19 SENADO,CÁMARA,ESTATUTARIA,"MODIFICA LA LEY DE ACCESO A LA INFORMACIÓN PÚBLICA PARA PROMOVER EL USO DE UN LENGUAJE CLARO, COMPRENSIBLE Y ACCESIBLE EN LOS TEXTOS LEGALES Y FORMALES DE LA INFORMACIÓN PÚBLICA.",http://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2019-2020/1623-proyecto-de-ley-153-de-2019,2019-08-21,PRIMERA,1,LIBERAL COLOMBIANO,NO,SI,LEY 1712 DE 2014,CADUCADO,2020-06-20,,NO,NO,NO,NO,NO,NO,NO,NO,,Promueve,Acceso a la información,,,,,,,
Colombia,2020,330/20 CÁMARA,CÁMARA,ORDINARIA,BUSCA PROMOVER LA ALFABETIZACIÓN MEDIÁTICA Y DIGITAL PARA LA IDENTIFICACIÓN DE NOTICIAS FALSAS Y FOMENTAR EL USO RESPONSABLE DE LAS REDES SOCIALES.,https://www.camara.gov.co/sites/default/files/2020-04/P.L.330-2020C%20%28ALFABETIZACION%20MEDIATICA%29.pdf,2020-04-13,SEXTA,1,ALIANZA VERDE,NO,SI,LEY 115 DE 1994,CADUCADO,2020-06-18,NO,NO,NO,NO,NO,SI,SI,SI,NO,NO,Limita,Desinformación,NO,NO,NO,NO,Derechos de los niños,,"EL PROYECTO TIENE COMO OBJETIVO PROMOVER EN LA EDUCACIÓN ESCOLAR LA ALFABETIZACIÓN MEDIÁTICA Y DIGITAL PARA IDENTIFICAR NOTICIAS FALSAS Y HACER UN USO RESPONSABLE DE LAS REDES SOCIALES. ENTRE OTRAS COSAS, EL PROYECTO BUSCA QUE LOS ESTUDIANTES RECONOZCAN EL PAPEL FUNDAMENTAL DE LA INFORMACIÓN Y LOS MEDIOS DE COMUNICACIÓN, MIENTRAS EVALÚAN CRÍTICAMENTE SUS CONTENIDOS. SIN EMBARGO, EL PROYECTO ESTABLECE UNA DEFINICIÓN DE VERACIDAD (""QUE DICE, USA O PROFESA SIEMPRE LA VERDAD"") QUE ES CONTRARIA A LA INTERPRETACIÓN QUE LE HA DADO LA CORTE CONSTITUCIONAL. LA JURISPRUDENCIA CONSTITUCIONAL ASOCIA LA VERACIDAD A LA DILIGENCIA (POR EJEMPLO, DEL PERIODISTA QUE BUSCA LA INFORMACIÓN) Y NO A UNA OBLIGACIÓN DE VERDAD ABSOLUTA."
Colombia,2020,346/20 CÁMARA,CÁMARA,ORDINARIA,MODIFICA UN DECRETO LEGISLATIVO DICTADO POR EL GOBIERNO CON OCASIÓN DE LA PANDEMIA DEL COVID-19 Y DECLARA A LOS SERVICIOS DE TELECOMUNICACIONES COMO SERVICIOS PÚBLICOS ESENCIALES.,https://www.camara.gov.co/sites/default/files/2020-04/P.L.346-2020C%20%28SERVICIOS%20DE%20TELECOMUNICACIONES%29.pdf,2020-06-20,SEXTA,14,"ALIANZA VERDE, COALICIÓN LISTA DE LA DECENCIA, COALICIÓN ALTERNATIVA SANTANDEREANA",NO,SI,DECRETO LEY 555 DE 2020,CADUCADO,2020-06-20,NO,NO,NO,NO,NO,NO,NO,NO,NO,,Promueve,Libertad de Expresión y Derechos políticos,,,,,Libertad de expresión,,
Colombia,2020,09/20 CÁMARA,CÁMARA,ESTATUTARIA,"BUSCA MODIFICAR O ADICIONAR ALGUNOS DE LOS DECRETOS LEGISLATIVOS EXPEDIDOS POR EL GOBIERNO NACIONAL EN EL MARCO DE LA DECLARATORIA DEL ESTADO DE EMERGENCIA GENERADA POR EL COVID-19 PARA FORTALECER LAS MEDIDAS ADOPTADAS Y EXTENDER ALGUNOS DE SUS EFECTOS UNA VEZ SE SUPERE LA CRISIS. ESTABLECE MEDIDAS PARA GARANTIZAR EL ACCESO A UN MÍNIMO ESENCIAL DE INTERNET PARA POBLACIÓN EN SITUACIÓN DE VULNERABILIDAD, CREA EL ""AUXILIO DE CONECTIVIDAD"" EN REEMPLAZO DEL AUXILIO DE TRANSPORTE QUE LOS EMPLEADORES DEBEN DAR A LOS EMPLEADOS QUE DEVENGUEN HASTA DOS SALARIOS MÍNIMOS Y EXIME DE IVA CIERTOS SERVICIOS DE CONEXIÓN Y ACCESO A VOZ E INTERNET.",https://www.camara.gov.co/sites/default/files/2020-07/P.L.E.009-2020C%20%28DECRETOS%20LEGISLATIVOS%20COVID-19%29.docx,2020-07-20,PRIMERA,1,PARTIDO LIBERAL COLOMBIANO,NO,SI,"DECRETO LEY 464 DE 2020, DECRETO LEY 771 DE 2020, DECRETO LEY 540 DE 2020",CADUCADO,2021-06-20,NO,NO,NO,NO,NO,NO,NO,NO,NO,,Promueve,Acceso a internet e Infraestructura,,,,,Acceso a internet,,
Colombia,2020,20/20 CÁMARA 479/21 SENADO,CÁMARA,ORDINARIA,"ESTABLECE MEDIDAS PARA PROMOVER, DIFUNDIR Y FACILITAR EL USO DEL LENGUAJE CLARO EN LOS TEXTOS LEGALES E INFORMACIÓN PÚBLICA.",https://www.camara.gov.co/sites/default/files/2020-07/P.L.020-2020C%20%28LENGUAJE%20CLARO%29.docx,2020-07-20,PRIMERA,8,PARTIDO LIBERAL COLOMBIANO,NO,NO,,VIGENTE,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,Promueve,Acceso a la información,,,,,,,
Colombia,2020,22/20 CÁMARA,CÁMARA,ORDINARIA,REGLAMENTA LA PARTICIPACIÓN EN POLÍTICA DE LOS SERVIDORES PÚBLICOS. ESTABLECE RESTRICCIONES PARA LA PARTICIPACIÓN EN POLÍTICA DE CIERTOS SERVIDORES PÚBLICOS.,https://www.camara.gov.co/sites/default/files/2020-07/P.L.022-2020C%20%28PARTICIPACION%20POLITICA%20SERVIDORES%20PUBLICOS%29.docx,2020-07-20,PRIMERA,10,"PARTIDO LIBERAL COLOMBIANO, PARTIDO SOCIAL DE UNIDAD NACIONAL, CONSEJO COMUNITARIO ANCESTRAL DE COMUNIDADES NEGRAS PLAYA RENACIENTE, CAMBIO RADICAL, CENTRO DEMOCRÁTICO",NO,NO,,CADUCADO,2021-06-20,NO,NO,NO,NO,NO,SI,NO,NO,NO,,Limita,Libertad de Expresión y Derechos políticos,SI,SI,SI,SI,Libertad electoral,,"LAS RESTRICCIONES ESTABLECIDAS EN EL PROYECTO ESTÁN AUTORIZADAS POR LA CONSTITUCIÓN POLÍTICA, LA CUAL ESTABLECE EN EL ARTÍCULO127 QUE A LOS EMPLEADOS DEL ESTADO QUE SE DESEMPEÑAN EN LA RAMA JUDICIAL, EN LOS ÓRGANOS ELECTORALES, DE CONTROL Y DE SEGURIDAD LES ESTÁ PROHIBIDO TOMAR PARTE EN LAS ACTIVIDADES DE LOS PARTIDOS Y MOVIMIENTOS Y EN LAS CONTROVERSIAS POLÍTICAS. LA RESTRICCIÓN ES NECESARIA Y PROPOCIONAL PARA LA GARANTÍA DE ELECCIONES LIBRES."
Colombia,2020,27/20 CÁMARA,CÁMARA,ORDINARIA,ESTABLECE LAS BASES PARA UN MODELO DE EDUCACIÓN DIGITAL Y PROMUEVE LA ALFABETIZACIÓN MEDIÁTICA Y DIGITAL PARA LA IDENTIFICACIÓN DE NOTICIAS FALSAS Y FOMENTAR EL USO RESPONSABLE DE LAS REDES SOCIALES.,https://www.camara.gov.co/sites/default/files/2020-04/P.L.330-2020C%20%28ALFABETIZACION%20MEDIATICA%29.pdf,2020-07-20,SEXTA,3,"ALIANZA VERDE, COALICIÓN LISTA DE LA DECENCIA",NO,NO,,CADUCADO,2021-06-20,NO,NO,NO,NO,NO,SI,SI,SI,NO,NO,Limita,Desinformación,NO,NO,NO,NO,Derechos de los niños,,"EL PROYECTO TIENE COMO OBJETIVO PROMOVER EN LA EDUCACIÓN ESCOLAR LA ALFABETIZACIÓN MEDIÁTICA Y DIGITAL PARA IDENTIFICAR NOTICIAS FALSAS Y HACER UN USO RESPONSABLE DE LAS REDES SOCIALES. ENTRE OTRAS COSAS, EL PROYECTO BUSCA QUE LOS ESTUDIANTES RECONOZCAN EL PAPEL FUNDAMENTAL DE LA INFORMACIÓN Y LOS MEDIOS DE COMUNICACIÓN, MIENTRAS EVALÚAN CRÍTICAMENTE SUS CONTENIDOS. SIN EMBARGO, EL PROYECTO ESTABLECE UNA DEFINICIÓN DE VERACIDAD (""QUE DICE, USA O PROFESA SIEMPRE LA VERDAD"") QUE ES CONTRARIA A LA INTERPRETACIÓN QUE LE HA DADO LA CORTE CONSTITUCIONAL. LA JURISPRUDENCIA CONSTITUCIONAL ASOCIA LA VERACIDAD A LA DILIGENCIA (POR EJEMPLO, DEL PERIODISTA QUE BUSCA LA INFORMACIÓN) Y NO A UNA OBLIGACIÓN DE VERDAD ABSOLUTA."
Colombia,2020,30/20 CÁMARA,CÁMARA,ORDINARIA,CREA EL MÍNIMO VITAL DE ACCESO Y USO DE INTERNET.,https://www.camara.gov.co/sites/default/files/2020-07/P.L.030-2020C%20%28MINIMO%20VITAL%20DE%20INTERNET%29.docx,2020-07-20,SEXTA,30,"ALIANZA VERDE, COALICIÓN LISTA DE LA DECENCIA, CAMBIO RADICAL, COLOMBIA HUMANA, MOVIMIENTO ALTERNATIVO INDÍGENA SOCIAL, POLO DEMOCRÁTICO ALTERNATIVO, FUERZA ALTERNATIVA REVOLUCIONARIA DEL COMÚN,",NO,NO,,VIGENTE,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,Promueve,Acceso a internet e Infraestructura,,,,,Acceso a internet,,
Colombia,2020,32/20 CÁMARA,CÁMARA,ACTO LEGISLATIVO,MODIFICA LA CONSTITUCIÓN PARA ESTABLECER EL ACCESO A INTERNET COMO UN DERECHO FUNDAMENTAL.,https://www.camara.gov.co/sites/default/files/2020-07/P.A.L.032-2020C%20%28INTERNET%20DERECHO%20FUNDAMENTAL%29.docx,2020-07-20,PRIMERA,19,"ALIANZA VERDE, COALICIÓN LISTA DE LA DECENCIA, MOVIMIENTO ALTERNATIVO INDÍGENA SOCIAL, POLO DEMOCRÁTICO ALTERNATIVO, FUERZA ALTERNATIVA REVOLUCIONARIA DEL COMÚN,",NO,SI,CONSTITUCIÓN,CADUCADO,2020-12-16,NO,NO,NO,NO,NO,NO,NO,NO,NO,,Promueve,Acceso a internet e Infraestructura,,,,,Acceso a internet,,
Colombia,2020,35/20 CÁMARA,CÁMARA,ORDINARIA,"ADOPTA EL USO DEL SISTEMA BRAILLE EN EMPAQUES DE PRODUCTOS ALIMENTICIOS, MÉDICOS, EN SERVICIOS TURÍSTICOS Y EN SITIOS PÚBLICOS.",https://www.camara.gov.co/sites/default/files/2020-07/P.L.035-2020C%20%28SISTEMA%20BRAILLE%29.docx,2020-07-20,SEXTA,1,CENTRO DEMOCRÁTICO,SI,NO,,VIGENTE,,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,Promueve,Acceso a la información,,,,,,,
